Finding ID,CBOM Record ID,Mission Thread ID,Discovery Date,Discovery Method,Tool / Capability,Coverage Domain,Asset / Endpoint,Internet or Internal,Observed Crypto Artifact,Algorithm / Protocol,Library / Package,Container Image / Digest,SBOM Reference,Evidence Location,Finding Confidence,Authoritative Record Matched?,Validation Status,Blind Spot / Limitation,False Positive?,Remediation Required?,Assigned Owner,Next Validation Date,Source / Notes
FIND-00332,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/UCA_Extended_Validation_Root.pem,Internal,PEM certificate in /etc/ssl/certs/UCA_Extended_Validation_Root.pem,RSA,,,,sha256:d43af9b35473755c9684fc06d7d8cb70ee5c28e773fb294eb41ee71722924d24,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00333,,,2026-08-12,statically detected,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/UCA_Extended_Validation_Root.pem,Internal,"pattern ""RC4"": VBcZEhrxH9cMaVr2cXj0lH2RC47skFSOvG+hTKv8dGT9cZr4QQehzZHkPJrgmzI5",RC4,,,,/etc/ssl/certs/UCA_Extended_Validation_Root.pem:22,medium,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00334,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/Go_Daddy_Root_Certificate_Authority_-_G2.pem,Internal,PEM certificate in /etc/ssl/certs/Go_Daddy_Root_Certificate_Authority_-_G2.pem,RSA,,,,sha256:45140b3247eb9cc8c5b4f0d7b53091f73292089e6e5a63e2749dd3aca9198eda,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00335,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/3bde41ac.0,Internal,PEM certificate in /etc/ssl/certs/3bde41ac.0,RSA,,,,sha256:57de0583efd2b26e0361da99da9df4648def7ee8441c3b728afa9bcde0f9b26a,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00336,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/TWCA_CYBER_Root_CA.pem,Internal,PEM certificate in /etc/ssl/certs/TWCA_CYBER_Root_CA.pem,RSA,,,,sha256:3f63bb2814be174ec8b6439cf08d6d56f0b7c405883a5648a334424d6b3ec558,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00337,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/TUBITAK_Kamu_SM_SSL_Kok_Sertifikasi_-_Surum_1.pem,Internal,PEM certificate in /etc/ssl/certs/TUBITAK_Kamu_SM_SSL_Kok_Sertifikasi_-_Surum_1.pem,RSA,,,,sha256:46edc3689046d53a453fb3104ab80dcaec658b2660ea1629dd7e867990648716,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00338,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/DigiCert_TLS_ECC_P384_Root_G5.pem,Internal,PEM certificate in /etc/ssl/certs/DigiCert_TLS_ECC_P384_Root_G5.pem,EC (ECDSA/ECDH),,,,sha256:018e13f0772532cf809bd1b17281867283fc48c6e13be9c69812854a490c1b05,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00339,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/865fbdf9.0,Internal,PEM certificate in /etc/ssl/certs/865fbdf9.0,EC (ECDSA/ECDH),,,,sha256:c32ffd9f46f936d16c3673990959434b9ad60aafbb9e7cf33654f144cc1ba143,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00340,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/a94d09e5.0,Internal,PEM certificate in /etc/ssl/certs/a94d09e5.0,RSA,,,,sha256:9a6ec012e1a7da9dbe34194d478ad7c0db1822fb071df12981496ed104384113,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00341,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/cc450945.0,Internal,PEM certificate in /etc/ssl/certs/cc450945.0,RSA,,,,sha256:2530cc8e98321502bad96f9b1fba1b099e2d299e0f4548bb914f363bc0d4531f,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00342,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/7a3adc42.0,Internal,PEM certificate in /etc/ssl/certs/7a3adc42.0,RSA,,,,sha256:8a71de6559336f426c26e53880d00d88a18da4c6a91f0dcb6194e206c5c96387,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00343,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ddcda989.0,Internal,PEM certificate in /etc/ssl/certs/ddcda989.0,EC (ECDSA/ECDH),,,,sha256:578af4ded0853f4e5998db4aeaf9cbea8d945f60b620a38d1a3c13b2bc7ba8e1,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00344,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/SSL.com_TLS_RSA_Root_CA_2022.pem,Internal,PEM certificate in /etc/ssl/certs/SSL.com_TLS_RSA_Root_CA_2022.pem,RSA,,,,sha256:8faf7d2e2cb4709bb8e0b33666bf75a5dd45b5de480f8ea8d4bfe6bebc17f2ed,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00345,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/062cdee6.0,Internal,PEM certificate in /etc/ssl/certs/062cdee6.0,RSA,,,,sha256:cbb522d7b7f127ad6a0113865bdf1cd4102e7d0759af635a7cf4720dc963c53b,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00346,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/Entrust_Root_Certification_Authority.pem,Internal,PEM certificate in /etc/ssl/certs/Entrust_Root_Certification_Authority.pem,RSA,,,,sha256:73c176434f1bc6d5adf45b0e76e727287c8de57616c1e6e6141a2b2cbc7d8e4c,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00347,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/Buypass_Class_2_Root_CA.pem,Internal,PEM certificate in /etc/ssl/certs/Buypass_Class_2_Root_CA.pem,RSA,,,,sha256:9a114025197c5bb95d94e63d55cd43790847b646b23cdf11ada4a00eff15fb48,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00348,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/fb717492.0,Internal,PEM certificate in /etc/ssl/certs/fb717492.0,EC (ECDSA/ECDH),,,,sha256:b2fae53e14ccd7ab9212064701ae279c1d8988facb775fa8a008914e663988a8,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00349,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/8cb5ee0f.0,Internal,PEM certificate in /etc/ssl/certs/8cb5ee0f.0,EC (ECDSA/ECDH),,,,sha256:18ce6cfe7bf14e60b2e347b8dfe868cb31d02ebb3ada271569f50343b46db3a4,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00350,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/3e359ba6.0,Internal,PEM certificate in /etc/ssl/certs/3e359ba6.0,EC (ECDSA/ECDH),,,,sha256:574df6931e278039667b720afdc1600fc27eb66dd3092979fb73856487212882,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00351,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/b7a5b843.0,Internal,PEM certificate in /etc/ssl/certs/b7a5b843.0,RSA,,,,sha256:bfd88fe1101c41ae3e801bf8be56350ee9bad1a6b9bd515edc5c6d5b8711ac44,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00352,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/a3418fda.0,Internal,PEM certificate in /etc/ssl/certs/a3418fda.0,EC (ECDSA/ECDH),,,,sha256:349dfa4058c5e263123b398ae795573c4e1313c83fe68f93556cd5e8031b3c7d,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00353,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/f44703f1.0,Internal,PEM certificate in /etc/ssl/certs/f44703f1.0,EC (ECDSA/ECDH),,,,sha256:b49141502d00663d740f2e7ec340c52800962666121a36d09cf7dd2b90384fb4,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00354,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/8e215650.0,Internal,PEM certificate in /etc/ssl/certs/8e215650.0,RSA,,,,sha256:cdd76bbcf2a9d720ad770c62b408c8ec9b6ddb1622d88de7f4e29dbe7c0b34fe,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00355,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/GlobalSign_ECC_Root_CA_-_R4.pem,Internal,PEM certificate in /etc/ssl/certs/GlobalSign_ECC_Root_CA_-_R4.pem,EC (ECDSA/ECDH),,,,sha256:b085d70b964f191a73e4af0d54ae7a0e07aafdaf9b71dd0862138ab7325a24a2,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00356,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/SecureSign_Root_CA12.pem,Internal,PEM certificate in /etc/ssl/certs/SecureSign_Root_CA12.pem,RSA,,,,sha256:3f034bb5704d44b2d08545a02057de93ebf3905fce721acbc730c06ddaee904e,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00357,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/8508e720.0,Internal,PEM certificate in /etc/ssl/certs/8508e720.0,EC (ECDSA/ECDH),,,,sha256:b4585f22e4ac756a4e8612a1361c5d9d031a93fd84febb778fa3068b0fc42dc2,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00358,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/OISTE_Server_Root_ECC_G1.pem,Internal,PEM certificate in /etc/ssl/certs/OISTE_Server_Root_ECC_G1.pem,EC (ECDSA/ECDH),,,,sha256:eec997c0c30f216f7e3b8b307d2bae42412d753fc8219dafd1520b2572850f49,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00359,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/5f618aec.0,Internal,PEM certificate in /etc/ssl/certs/5f618aec.0,RSA,,,,sha256:657cfe2fa73faa38462571f332a2363a46fce7020951710702cdfbb6eeda3305,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00360,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/Sectigo_Public_Server_Authentication_Root_E46.pem,Internal,PEM certificate in /etc/ssl/certs/Sectigo_Public_Server_Authentication_Root_E46.pem,EC (ECDSA/ECDH),,,,sha256:c90f26f0fb1b4018b22227519b5ca2b53e2ca5b3be5cf18efe1bef47380c5383,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00361,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/Starfield_Services_Root_Certificate_Authority_-_G2.pem,Internal,PEM certificate in /etc/ssl/certs/Starfield_Services_Root_Certificate_Authority_-_G2.pem,RSA,,,,sha256:568d6905a2c88708a4b3025190edcfedb1974a606a13c6e5290fcb2ae63edab5,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00362,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/USERTrust_ECC_Certification_Authority.pem,Internal,PEM certificate in /etc/ssl/certs/USERTrust_ECC_Certification_Authority.pem,EC (ECDSA/ECDH),,,,sha256:4ff460d54b9c86dabfbcfc5712e0400d2bed3fbc4d4fbdaa86e06adcd2a9ad7a,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00363,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/7fa05551.0,Internal,PEM certificate in /etc/ssl/certs/7fa05551.0,RSA,,,,sha256:efc65cadbb59adb6efe84da22311b35624b71b3b1ea0da8b6655174ec8978646,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00364,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/NAVER_Global_Root_Certification_Authority.pem,Internal,PEM certificate in /etc/ssl/certs/NAVER_Global_Root_Certification_Authority.pem,RSA,,,,sha256:88f438dcf8ffd1fa8f429115ffe5f82ae1e06e0c70c375faad717b34a49e7265,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00365,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/COMODO_ECC_Certification_Authority.pem,Internal,PEM certificate in /etc/ssl/certs/COMODO_ECC_Certification_Authority.pem,EC (ECDSA/ECDH),,,,sha256:1793927a0614549789adce2f8f34f7f0b66d0f3ae3a3b84d21ec15dbba4fadc7,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00366,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/DigiCert_Assured_ID_Root_G3.pem,Internal,PEM certificate in /etc/ssl/certs/DigiCert_Assured_ID_Root_G3.pem,EC (ECDSA/ECDH),,,,sha256:7e37cb8b4c47090cab36551ba6f45db840680fba166a952db100717f43053fc2,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00367,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/9f727ac7.0,Internal,PEM certificate in /etc/ssl/certs/9f727ac7.0,RSA,,,,sha256:d95d0e8eda79525bf9beb11b14d2100d3294985f0c62d9fabd9cd999eccb7b1d,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00368,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/GlobalSign_Root_CA_-_R6.pem,Internal,PEM certificate in /etc/ssl/certs/GlobalSign_Root_CA_-_R6.pem,RSA,,,,sha256:2cabeafe37d06ca22aba7391c0033d25982952c453647349763a3ab5ad6ccf69,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00369,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/0b9bc432.0,Internal,PEM certificate in /etc/ssl/certs/0b9bc432.0,EC (ECDSA/ECDH),,,,sha256:69729b8e15a86efc177a57afb7171dfc64add28c2fca8cf1507e34453ccb1470,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00370,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/Hongkong_Post_Root_CA_3.pem,Internal,PEM certificate in /etc/ssl/certs/Hongkong_Post_Root_CA_3.pem,RSA,,,,sha256:5a2fc03f0c83b090bbfa40604b0988446c7636183df9846e17101a447fb8efd6,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00371,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/USERTrust_RSA_Certification_Authority.pem,Internal,PEM certificate in /etc/ssl/certs/USERTrust_RSA_Certification_Authority.pem,RSA,,,,sha256:e793c9b02fd8aa13e21c31228accb08119643b749c898964b1746d46c3d4cbd2,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
